pressure,n,presión
thread,n,hilo
petty,adj,insignificante
petty,adj,pequeño
petty,adj,trivial
what,?,qué
what,?,cuál
what,?,que
parallel,adj,paralelo
instructor,n,profesor
instructor,n,maestro
instructor,n,educador
barium,n,bario
whip,n,fusta
whip,n,látigo
whip,n,azote
when,?,cuando
silver,n,plata
silver,adj,argento
crewman,n,marinero
footstep,n,paso
footstep,n,desplazamiento
documentation,n,documentación
nuptials,n,boda
nuptials,n,casamiento
flower,n,flor
flower,v,florecer
tendency,n,tendencia
chocolate-brown,adj,marrón
tegument,n,piel
shock,n,choque
shock,n,sacudida
snooker,n,billar
santa claus,?,viejito
frontward,adv,adelante
dolphin,n,delfín
cave,n,cueva
forepart,n,delantera
care,n,atención
care,n,cuidado
care,v,importar
care,v,concernirse
care,v,interesarse
care,v,manejar
care,v,tratar
card,n,carta
declaration,n,anuncio
declaration,n,proclamación
cast,n,figura
case,n,caso
cake,n,cake
cake,n,torta
cake,n,pastel
greenish,adj,verde
call,n,llamada
call,n,grito
call,n,protesta
call,n,alarido
call,v,llamar
call,v,telefonear
call,v,gritar
calf,n,becerro
calf,n,ternero
calf,n,ternera
wintertime,n,invierno
2nd,adj,segundo
better,adj,mejor
flying,n,vuelo
fleck,n,átomo
fleck,n,pedazo
fleck,n,pizca
fleck,n,viruta
nine,n,nueve
alphabet,n,alfabeto
alphabet,n,abecedario
pitiful,adj,miserable
pitiful,adj,pobre
pitiful,adj,triste
pitiful,adj,lamentable
pitiful,adj,penoso
eyelid,n,párpado
model,n,modelo
stylish,adj,elegante
protestation,n,protesta
palestine,n,palestina
voice,n,voz
seventh,n,séptima
seventh,n,ª
seventh,adj,séptimo
argentina,n,argentina
ozone,n,ozono
spoon,n,cuchara
sport,n,deporte
nice,n,quisquilloso
nice,adj,agradable
nice,adj,bonito
nice,adj,simpático
fashionable,adj,elegante
nigh,adj,cercano
persuasion,n,apreciación
persuasion,n,opinión
persuasion,n,visión
persuasion,n,dictamen
persuasion,n,conjetura
persuasion,n,informe
persuasion,n,concepto
travel,v,viajar
travel,v,ir
1st,n,primeramente
exist,v,existir
authorisation,n,autoridad
authorisation,n,dominación
authorisation,n,dominio
authorisation,n,potencia
authorisation,n,autorización
barley,n,cebada
platinum,n,platino
challenger,n,adversario
challenger,n,rival
centipede,n,ciempiés
consummate,adj,completo
chromium,n,cromo
school,n,facultad
school,n,colegio
school,n,escuela
kurdish,n,kurdo
kurdish,n,curdo
trick,n,trampa
trick,v,embaucar
tribe,n,tribu
ukrainian,n,ucraniano
almond,n,almendra
penalization,n,castigo
commencement,n,comienzo
commencement,n,inicio
commencement,n,principio
commencement,n,umbral
italian,n,italiana
italian,adj,italiano
magazine,n,revista
need,n,necesidad
need,v,necesitar
need,v,precisar
naught,n,cero
airdrome,n,aeropuerto
airdrome,n,aeródromo
division,n,división
division,n,partición
division,n,parte
division,n,sección
near,v,aproximadamente
near,adj,cercano
neat,adj,bárbaro
neat,adj,genial
neck,n,cuello
neck,n,nuca
different,adj,diferente
different,adj,distinto
closet,n,armario
neon,n,neón
closed,adj,cerrado
accomplish,v,alcanzar
accomplish,v,lograr
wood,n,madera
wood,n,bosque
wood,n,floresta
wood,n,jungla
flake,n,átomo
flake,n,pedazo
flake,n,pizca
flake,n,viruta
wool,n,lana
london,n,londres
next,adj,siguiente
next,adj,próximo
next,adj,inmediato
utilization,n,empleo
utilization,n,uso
utilization,n,utilización
news,n,informativos
news,n,noticias
naypyidaw,?,naypyidaw
nest,n,nido
glutinous,adj,glutinoso
wolf,n,lobo
wolf,n,loba
judge,n,juez
judge,n,magistrado
judge,v,calcular
judge,v,echar
judge,v,estimar
nascence,n,nacimiento
nascency,n,nacimiento
silly,adj,tonto
work,n,trabajo
work,v,trabajar
worm,n,gusano
worm,n,lombriz
dialect,n,dialecto
word,n,palabra
word,n,vocablo
word,n,debate
word,n,discusión
word,n,noticias
word,n,oferta
flame,n,flama
flame,n,llama
flame,n,fuego
flame,n,incendio
rattling,adv,muy
hatred,n,odio
request,n,instancia
request,n,petición
request,n,solicitud
request,v,pedir
request,v,solicitar
request,v,demandar
gustation,n,gusto
alexander,n,alejandro
menstruum,n,mes
menstruum,n,regla
cervix,n,cuello
punishment,n,castigo
wound,v,herir
wound,v,torturar
human,n,humano
human,n,humana
human,n,ser
human,n,hombre
humor,n,humorismo
trend,n,tendencia
trend,n,estilo
widow,n,viuda
respect,v,honrar
respect,v,venerar
respect,v,admirar
turtle,n,tortuga
turtle,n,peta
uncovering,n,descubrimiento
uncovering,n,hallazgo
championship,n,campeonato
vanadium,n,vanadio
treat,v,procesar
treat,v,tratar
treat,v,cuidar
truck,n,camión
truck,n,camioneta
horse,n,caballo
horse,n,yegua
peach,n,durazno
peach,n,melocotón
amusement,n,diversión
amusement,n,distracción
amusement,n,divertimiento
peace,n,paz
peace,n,sosiego
village,n,aldea
village,n,pueblo
branch,n,rama
hullo,n,hola
penalty,n,castigo
clothes,n,ropa
trunk,n,tronco
osculate,v,besar
world,n,mundo
world,n,globo
world,n,tierra
world,n,pueblo
world,n,planeta
become,v,convertirse
bumblebee,n,abejorro
bumblebee,n,abejarrón
spice,n,especia
explain,v,explicar
explain,v,contar
explain,v,desarrollar
explain,v,comentar
weekend,n,fin
permit,v,dejar
permit,v,permitir
spelling,n,ortografía
savour,v,disfrutar
savour,v,gustar
savour,v,probar
common,n,corriente
common,n,parque
common,adj,común
common,adj,mutuo
common,adj,ordinario
common,adj,general
hitting,n,golpe
belarusian,n,bielorruso
complete,v,completar
complete,adj,completo
biochemistry,n,bioquímica
gratuitous,adj,gratuito
class,n,clase
class,n,curso
class,n,sección
class,v,clasificar
class,v,separar
class,v,organizar
syria,n,siria
exceed,v,superar
neighbor,n,vecina
enter,v,entrar
enter,v,penetrar
surely,adv,ciertamente
energy,n,energía
temple,n,templo
bull,n,toro
bulk,n,mayoría
bulk,n,masa
bulk,n,volumen
bulk,n,multitud
buss,n,beso
buss,v,besar
busy,adj,ocupado
vagina,n,vagina
incorrect,adj,incorrecto
incorrect,adj,erróneo
difference,n,diferencia
difference,n,desigualdad
difference,n,divergencia
difference,n,desemejanza
burn,v,arder
burn,v,quemar
burn,v,incendiar
competition,n,competencia
competition,n,rivalidad
competition,n,adversario
competition,n,rival
competition,n,campeonato
competition,n,competición
competition,n,concurso
vodka,n,vodka
ampersand,n,f
niggling,adj,insignificante
niggling,adj,pequeño
niggling,adj,trivial
beginning,n,comienzo
beginning,n,inicio
beginning,n,principio
beginning,n,umbral
histrion,n,actor
histrion,n,intérprete
histrion,n,farandulero
histrion,n,cómico
government,n,gobierno
government,n,autoridad
government,n,régimen
generally,adv,generalmente
moldova,n,moldavia
spell,n,instante
spell,n,minuto
spell,n,momento
erbium,n,erbio
devil,n,diablo
spend,v,pasar
respite,n,descanso
respite,n,pausa
respite,n,respiro
vocal,n,canción
contestation,n,discusión
contestation,n,disputa
contestation,n,pelea
acquire,v,conseguir
acquire,v,obtener
acquire,v,sacar
acquire,v,tomar
acquire,v,aprender
nous,n,cabeza
nous,n,cerebro
nous,n,ánimo
noun,n,substantivo
noun,n,nombre
botswana,n,botsuana
catamenia,n,mes
catamenia,n,regla
onrush,n,asalto
onrush,n,ataque
honey,n,miel
honey,n,amor
honey,n,cariño
honey,n,cielo
honey,n,corazón
honey,n,sol
honey,n,dulzura
honey,n,querida
note,n,billete
note,n,notación
note,n,ángel
note,n,nota
note,n,tono
nose,n,nariz
proceed,v,continuar
proceed,v,avanzar
noon,n,mediodía
limited,n,expreso
grapheme,n,carácter
process,n,procedimiento
process,n,proceso
process,n,método
process,v,procesar
process,v,tratar
courage,n,coraje
courage,n,valor
acquit,v,funcionar
turkey,n,turquía
turkey,n,pavo
turkey,n,chompipe
turkey,n,guajolote
turkey,n,guanajo
turkey,n,pisco
turkey,n,totol
tardily,adv,lentamente
deportment,n,comportamiento
deportment,n,conducta
jitney,n,autobús
jitney,n,colectivo
jitney,n,camión
honor,n,honor
honor,n,laurel
honor,n,premio
honor,n,reconocimiento
honor,v,honrar
honor,v,venerar
honor,v,admirar
split,v,dividir
split,v,partir
split,v,repartir
split,v,separar
poison,n,veneno
poison,v,envenenar
whiskey,n,whisky
whiskey,n,güisqui
faroe islands,?,islas
woods,n,bosque
woods,n,floresta
woods,n,jungla
rising,n,ascensión
rising,n,ascenso
rising,n,subida
thousand,n,mil
thousand,n,millar
clear,adv,claro
clean,v,limpiar
clean,v,pulir
clean,adj,limpio
clean,adj,nítido
clean,adj,pobre
seagull,n,gaviota
cleft,n,grieta
commission,n,comisión
commission,n,comité
commission,n,delegación
territory,n,territorio
material,n,paño
material,n,tejido
material,n,tela
material,n,trapo
material,n,red
material,n,materia
new york city,?,nueva
camera,n,cámara
person,n,persona
person,n,mortal
yemen,n,yemen
drawer,n,cajón
status,n,condición
status,n,situación
statue,n,estatua
brow,n,frente
successful,adj,exitoso
successful,adj,afortunado
fiscal,adj,fiscal
financial,adj,fiscal
nitrogen,n,nitrógeno
spill,n,caída
silent,adj,silencioso
silent,adj,callado
hollo,v,gritar
hollo,v,llamar
vogue,n,estilo
vogue,n,tendencia
research,n,investigación
research,n,estudio
woman,n,mujer
yangtze,n,yangtsé
unmarried,adj,soltero
cycling,n,ciclismo
volleyball,n,voleibol
assistance,n,asistencia
space,n,espacio
spade,n,pala
spade,n,azada
proposition,n,proposición
proposition,n,propuesta
proposition,n,sugerencia
spain,n,españa
railway,n,ferrocarril
ringlet,n,rollo
sure,adv,ciertamente
sure,adj,seguro
sure,adj,cierto
ecology,n,ecología
web site,?,website
seoul,n,seúl
tortoise,n,tortuga
tortoise,n,morrocoy
possessor,n,amo
possessor,n,dueña
possessor,n,dueño
possessor,n,propietario
wedding,n,boda
wedding,n,nupcias
wedding,n,casamiento
pigeon,n,paloma
pigeon,n,palomo
pigeon,n,pichón
bluish,adj,azul
myanmar,n,myanmar
dubnium,n,dubnio
november,n,noviembre
doubt,n,duda
doubt,n,incertidumbre
doubt,n,inseguridad
doubt,n,irresolución
doubt,v,dudar
suck,v,chupar
suck,v,sorber
crime,n,delito
crime,n,crimen
schoolhouse,n,colegio
schoolhouse,n,escuela
cloak-and-dagger,adj,oculto
cloak-and-dagger,adj,secreto
sense,v,palpar
bully,adj,bárbaro
bully,adj,genial
stop,n,parada
stop,v,acabar
stop,v,cesar
stop,v,concluir
stop,v,parar
stop,v,terminar
stop,v,detener
matter,n,materia
matter,n,sustancia
matter,n,asunto
matter,n,cosa
fiddling,adj,insignificante
fiddling,adj,pequeño
fiddling,adj,trivial
stay,v,permanecer
stay,v,mantener
stay,v,esperar
star,n,estrella
star,n,astro
euro,n,euro
stem,n,tallo
stem,n,pedúnculo
step,n,paso
step,n,desplazamiento
step,n,escalón
feminism,n,feminismo
sausage,n,embutido
sausage,n,salchicha
sausage,n,salchichón
poland,n,polonia
mysterious,adj,misterioso
galaxy,n,galaxia
organisation,n,organización
of course,?,desde
endure,v,soportar
endure,v,sufrir
endure,v,durar
know,n,saber
know,v,conocer
knot,n,lazo
knot,n,nudo
twenty,n,veinte
knee,n,rodilla
knee,n,hinojo
solitary,n,solitario
necessitate,v,necesitar
necessitate,v,precisar
saltation,n,salto
speak,v,hablar
speak,v,decir
speak,v,conversar
enjoy,v,disfrutar
enjoy,v,gustar
build,v,construir
build,v,edificar
build,v,fabricar
croak,v,expirar
croak,v,fallecer
croak,v,sucumbir
january,n,enero
workers of the world unite,?,spain
workers of the world unite,?,uníos
workers of the world unite,?,or
workers of the world unite,?,uní
workers of the world unite,?,latin
workers of the world unite,?,únanse
lighthouse,n,faro
woodpecker,n,pájaro
cogitate,v,discurrir
cogitate,v,pensar
representative,n,ejemplo
representative,n,representante
abacus,n,ábaco
educate,v,enseñar
number,n,número
double-decker,n,autobús
double-decker,n,colectivo
double-decker,n,camión
optic,n,ojo
ascendence,n,dominación
ascendence,n,dominio
ascendence,n,sometimiento
ascendence,n,sumisión
turkmenistan,n,turkmenistán
include,v,incluir
ascendency,n,dominación
ascendency,n,dominio
ascendency,n,sometimiento
ascendency,n,sumisión
flight,n,vuelo
serve,v,ejercer
glacier,n,glaciar
cigarette,n,cigarrillo
nighttime,n,noche
evil,adj,malo
evil,adj,malvado
evil,adj,perverso
centimetre,n,centímetro
even,n,atardecer
even,n,noche
even,v,anochecer
even,v,igualar
even,adv,incluso
even,adj,par
even,adj,nivelado
ever,adv,siempre
reason,n,razón
reason,n,motivo
respond,v,responder
dozen,n,docena
palladium,n,paladio
prevarication,n,bola
prevarication,n,historia
prevarication,n,mentira
prevarication,n,película
prevarication,n,falsedad
yangon,n,rangún
indonesia,n,indonesia
modification,n,alteración
modification,n,cambio
modification,n,modificación
modification,n,variación
swim,v,nadar
abdomen,n,abdomen
abdomen,n,vientre
withdraw,v,quitar
withdraw,v,sacar
niobium,n,niobio
piglet,n,lechón
exam,n,examen
exam,n,test
relationship,n,relación
sudden,adj,repentino
muslim,n,musulmana
muslim,adj,musulmán
exit,v,expirar
exit,v,fallecer
exit,v,sucumbir
moustache,n,bigote
cross,n,cruz
swan,n,cisne
following,adj,siguiente
following,adj,próximo
ukraine,n,ucrania
springtime,n,primavera
preparation,n,formación
preparation,n,preparación
preparation,n,capacitación
preparation,n,entrenamiento
polite,adj,cortés
polish,n,polaco
polish,v,abrillantar
production,n,producción
production,n,producto
production,n,creación
production,n,elaboración
new zealand,?,nueva
police,n,policía
police,n,guardia
policy,n,política
waterfall,n,catarata
waterfall,n,cascada
waterfall,n,caída
history,n,historia
light,n,luz
light,v,iluminar
light,adj,ligero
light,adj,ágil
light,adj,leve
light,adj,dietético
didactics,n,educación
didactics,n,enseñanza
manager,n,director
forrad,adv,adelante
triangle,n,triángulo
interview,n,entrevista
papua new guinea,?,papúa
ladybug,n,mariquita
ladybug,n,catarinita
ladybug,n,chinita
ladybug,n,sarantontón
ladybug,n,vaquita
national,adj,nacional
muhammad,n,mahoma
conditions,n,tiempo
conditions,n,clima
crude,n,petróleo
pineapple,n,piña
pineapple,n,ananás
pineapple,n,ananá
cruel,adj,cruel
cruel,adj,atroz
cruel,adj,bárbaro
cruel,adj,salvaje
crush,n,estrujamiento
crush,v,vencer
crush,v,aplastar
crush,v,machacar
wedlock,n,matrimonio
wedlock,n,unión
hungarian,n,húngaro
hungarian,n,húngara
kernel,n,centro
kernel,n,corazón
kernel,n,esencia
kernel,n,núcleo
kernel,n,sustancia
pornography,n,pornografía
armenia,n,armenia
husband,n,marido
husband,n,esposo
husband,n,hombre
miserable,adj,miserable
miserable,adj,pobre
miserable,adj,triste
theory,n,teoría
grade,n,clase
grade,n,curso
grade,n,sección
grade,n,grado
grade,n,nivel
grade,n,calificación
grade,n,nota
grade,v,clasificar
describe,v,describir
describe,v,explicar
describe,v,detallar
describe,v,dibujar
describe,v,trazar
describe,v,delinear
combat,n,combate
combat,n,lucha
pathetic,adj,miserable
pathetic,adj,pobre
pathetic,adj,triste
reject,v,rechazar
reject,v,declinar
reject,v,desairar
reject,v,desterrar
reject,v,excluir
reject,v,rehusar
esperanto,n,esperanto
rock dove,?,pomba
do you speak english,?,hablas
problem,n,problema
problem,n,dificultad
problem,n,lío
donation,n,donación
donation,n,donativo
juniper,n,junípero
juniper,n,enebro
juniper,n,ginebro
procedure,n,procedimiento
procedure,n,proceso
procedure,n,método
admit,v,admitir
admit,v,reconocer
good luck,?,buena
lesbian,n,lesbiana
xenophobia,n,xenofobia
museum,n,museo
fragile,adj,delicado
fragile,adj,frágil
lightheaded,adj,tonto
professional,adj,profesional
kitchen,n,cocina
ginger,n,jengibre
require,v,necesitar
require,v,precisar
supply,v,facilitar
supply,v,proporcionar
supply,v,suministrar
supply,v,proveer
airplane,n,avión
airplane,n,aeroplano
pollex,n,pulgar
nowadays,n,actualidad
capercaillie,n,urogallo
capercaillie,n,gallo
tail,n,cola
phonation,n,voz
tank,n,tanque
milkshake,n,batido
tall,adj,alto
talk,v,hablar
talk,v,conversar
talk,v,decir
take,v,tomar
take,v,aceptar
take,v,querer
take,v,alojar
take,v,acarrear
take,v,llevar
take,v,traer
take,v,transportar
take,v,coger
take,v,escoger
take,v,seleccionar
take,v,preferir
take,v,conducir
take,v,necesitar
take,v,precisar
take,v,quitar
take,v,sacar
eyelash,n,pestaña
tape,v,grabar
tape,v,registrar
task,n,cometido
task,n,faena
task,n,quehacer
task,n,tarea
task,n,trabajo
task,n,empleo
task,n,proyecto
task,n,contrata
semen,n,semen
saudi arabia,?,arabia
taxi,n,taxi
south,n,sur
sound,n,sonido
sound,n,son
usage,n,empleo
usage,n,uso
usage,n,utilización
lingua,n,lengua
waste-yard,n,vaciadero
greece,n,grecia
boring,adj,gris
boring,adj,aburridor
balance,n,equilibrio
balance,n,resto
balance,n,residuo
balance,n,escombro
burst,n,estallido
burst,n,ruptura
earnings,n,ganancia
earnings,n,utilidades
institute,v,constituir
institute,v,instaurar
institute,v,fundar
confine,v,limitar
muscle,n,músculo
rectangle,n,rectángulo
valkyrie,n,valquiria
enemy,n,enemigo
medico,n,doctor
fantabulous,adj,excelente
fantabulous,adj,magnífico
marijuana,n,marihuana
marijuana,n,mariguana
marijuana,n,marijuana
chamois,n,gamuza
chamois,n,rebeco
chamois,n,sarrio
practiced,adj,hábil
ketchup,n,kétchup
ketchup,n,ketchup
clandestine,adj,oculto
clandestine,adj,secreto
watermelon,n,sandía
watermelon,n,melón
watermelon,n,patilla
paper,n,papel
paper,n,periódico
paper,n,gaceta
paper,n,rotativo
thou,n,tú
thou,n,mil
thou,n,millar
society,n,asociación
society,n,club
society,n,clube
society,n,sociedad
society,n,círculo
society,n,comitiva
fell,adj,atroz
fell,adj,bárbaro
fell,adj,cruel
fell,adj,salvaje
structure,n,estructura
structure,n,construcción
then,adv,entonces
thin,adv,claro
thin,adj,disperso
thin,adj,delgado
accolade,n,honor
accolade,n,laurel
accolade,n,premio
accolade,n,reconocimiento
quail,n,codorniz
fear,n,miedo
fear,n,terror
fear,n,inseguridad
fear,n,aprensión
fear,n,susto
fear,v,temer
fear,v,tener
thai,adj,tailandés
tennis,n,tenis
that,?,esos
that,?,esas
that,?,eso
that,?,aquellos
that,?,aquellas
that,?,aquello
than,?,que
feel,v,palpar
director,n,director
enquire,v,preguntar
enquire,v,solicitar
enquire,v,interrogar
enquire,v,averiguar
directly,adv,directamente
enquiry,n,demanda
enquiry,n,pregunta
enquiry,n,búsqueda
enquiry,n,estudio
enquiry,n,investigación
yoghurt,n,yogur
party,n,fiesta
tent,n,tienda
tent,n,toldo
tent,n,carpa
divulge,v,declarar
divulge,v,manifestar
divulge,v,revelar
divulge,v,descubrir
divulge,v,denunciar
tell,v,encargar
tell,v,decir
tell,v,manifestar
response,n,respuesta
light-green,adj,verde
albania,n,albania
tear,n,lágrima
team,n,equipo
team,n,personal
americium,n,americio
customer,n,cliente
whatever,adj,cualquier
exhibit,v,exhibir
exhibit,v,mostrar
exhibit,v,indicar
sorry,adj,lamentable
sorry,adj,penoso
sorry,adj,triste
erection,n,erección
people,n,pueblo
people,n,gente
suddenly,adv,bruscamente
paris,n,parís
jewel,n,joya
degree,n,grado
degree,n,nivel
hydrate,n,hidrato
saliva,n,saliva
pasty,adj,glutinoso
constabulary,n,guardia
constabulary,n,policía
hammock,n,hamaca
forget,v,olvidar
forget,v,ignorar
forget,v,omitir
melon,n,melón
serious,adj,serio
attain,v,alcanzar
attain,v,lograr
attain,v,ganar
constantinople,n,constantinopla
previous,adj,anterior
weapon,n,arma
test,n,examen
test,n,test
test,v,ensayar
test,v,examinar
test,v,probar
attack,n,asalto
attack,n,ataque
attack,v,asaltar
attack,v,atacar
thespian,n,actor
thespian,n,intérprete
thespian,n,farandulero
thespian,n,cómico
coughing,n,tos
unloose,v,liberar
unloose,v,eximir
unloose,v,franquear
unloose,v,exonerar
unloose,v,perdonar
meridian,n,auge
meridian,n,cima
meridian,n,pico
young,adj,joven
solid,adj,consistente
solid,adj,firme
solid,adj,sólido
solid,adj,robusto
solid,adj,estable
anvil,n,yunque
anvil,n,bigornia
perestroika,n,perestroika
fountain,n,fuente
achieve,v,alcanzar
achieve,v,lograr
special,adj,especial
special,adj,excepcional
special,adj,particular
special,adj,singular
fish,n,pez
fish,n,pescado
fist,n,puño
salmon,n,salmón
carrot,n,zanahoria
firm,n,casa
firm,n,firma
firm,adj,consistente
firm,adj,firme
firm,adj,sólido
firm,adj,robusto
firm,adj,estable
surreptitious,adj,oculto
surreptitious,adj,secreto
fire,n,incendio
fire,n,fuego
fire,n,llama
fire,v,arder
fire,v,incendiar
fire,v,quemar
fire,v,disparar
opinion,n,opinión
opinion,n,apreciación
opinion,n,visión
opinion,n,dictamen
opinion,n,conjetura
opinion,n,informe
opinion,n,concepto
former,adj,antiguo
former,adj,anterior
five,n,cinco
featherbrained,adj,tonto
grain,n,grano
grass,n,pasto
grass,n,hierba
grass,n,grama
query,n,demanda
query,n,pregunta
query,n,búsqueda
quest,v,pedir
quest,v,solicitar
quest,v,demandar
clearly,adv,claramente
clearly,adv,evidentemente
clearly,adv,obviamente
clearly,adv,ostensiblemente
grand,n,mil
grand,n,millar
humour,n,humorismo
zebra,n,cebra
grape,n,uva
find,n,hallazgo
find,n,descubrimiento
find,n,localizar
find,v,descubrir
find,v,detectar
find,v,encontrar
find,v,observar
find,v,revelar
find,v,recuperar
film,n,película
film,n,filme
film,n,producción
fill,v,llenar
fill,v,abarrotar
admiration,n,admiración
pants,n,pantalón
time,n,vez
time,n,tiempo
pocket,n,bolsillo
pocket,n,bolsa
queen,n,reina
tilt,n,discusión
tilt,n,disputa
tilt,n,pelea
great,adj,grande
great,adj,vasto
great,adj,bárbaro
great,adj,genial
jesus,n,jesús
accident,n,accidente
greek,n,griega
greek,n,griegos
greek,n,griegas
greek,adj,griego
green,n,parque
green,adj,verde
robot,n,robot
outcry,n,grito
outcry,n,protesta
outcry,n,alarido
method,n,método
scotland,n,escocia
dentist,n,dentista
dentist,n,odontólogo
difficult,adj,difícil
difficult,adj,duro
difficult,adj,espinoso
feeling,n,sentimiento
science,n,ciencia
science,n,destreza
downward,adv,abajo
vulture,n,buitre
meitnerium,n,meitnerio
chore,n,cometido
chore,n,faena
chore,n,quehacer
chore,n,tarea
chore,n,trabajo
chore,n,empleo
choke,v,expirar
choke,v,fallecer
choke,v,sucumbir
geneva,n,ginebra
sister,n,hermana
choir,n,coro
ticker,n,corazón
ticker,n,reloj
ticket,n,billete
ticket,n,pasaje
limit,n,límite
limit,n,raya
limit,v,limitar
flea,n,pulga
carpet,n,alfombra
carpet,n,moqueta
carpet,n,tapete
carpet,n,tapiz
flat,n,apartamento
flat,n,piso
flat,n,departamento
flat,adj,liso
flat,adj,llano
flat,adj,plano
flag,n,bandera
thallium,n,talio
option,n,elección
option,n,selección
option,n,decisión
option,n,alternativa
option,n,opción
replace,v,reemplazar
scorpion,n,escorpión
scorpion,n,alacrán
toll,n,coste
toll,n,precio
forbid,v,estorbar
forbid,v,impedir
tone,n,nota
tone,n,tono
californium,n,californio
sparta,n,esparta
unsmooth,adj,áspero
sparse,adj,disperso
sodium,n,sodio
express,n,expreso
express,v,expresar
express,v,indicar
painter,n,pintor
darkness,n,oscuridad
donkey,n,asno
donkey,n,burro
maintain,v,conservar
maintain,v,mantener
residue,n,resto
residue,n,residuo
residue,n,escombro
relieve,v,salvar
relieve,v,sacar
relieve,v,librar
outside,adj,exterior
town,n,ciudad
town,n,pueblo
town,n,población
town,n,villa
sixteen,n,dieciséis
group,n,agrupación
group,n,colectivo
group,n,grupo
racket,n,ruido
tranquility,n,serenidad
tranquility,n,sosiego
tranquility,n,tranquilidad
tranquility,n,calma
tranquility,n,dulzura
collar,n,cuello
picayune,adj,insignificante
picayune,adj,pequeño
picayune,adj,trivial
testament,n,testamento
fellow,n,compañero
fellow,n,novio
fellow,n,pareja
estimate,v,calcular
estimate,v,echar
estimate,v,estimar
direct,v,conducir
direct,v,llevar
direct,adv,directamente
tertiary,adj,tercero
language,n,lenguaje
language,n,lengua
language,n,habla
ankle,n,tobillo
euthanasia,n,eutanasia
colour,n,colores
colour,n,color
bit,n,átomo
bit,n,pedazo
bit,n,pizca
bit,n,viruta
bit,n,instante
bit,n,minuto
bit,n,momento
big,adj,grande
big,adj,gran
big,adj,voluminoso
innovate,v,introducir
box,n,caja
box,n,cajita
bow,n,arco
boy,n,niño
boy,n,muchacho
boy,n,chaval
boy,n,varón
boy,n,garzón
boy,n,mozo
boy,n,hijo
bag,n,bolsa
bag,n,saco
bag,n,cartucho
bag,n,funda
bag,n,jaba
bag,n,talego
bag,n,bolso
bag,n,maleta
bad,adj,malo
bay,n,bahía
bat,n,murciélago
bee,n,abeja
bed,n,cama
bed,n,lecho
quiet,n,serenidad
quiet,n,sosiego
quiet,n,tranquilidad
quiet,n,calma
quiet,n,dulzura
quiet,n,silencio
quiet,n,discreción
quiet,n,mordaza
quiet,n,reserva
quiet,adj,silencioso
businessman,n,empresario
businessman,n,comerciante
urine,n,orina
metal,n,metal
metal,adj,metálico
belgium,n,bélgica
economic,adj,económico
car,n,automóvil
car,n,auto
car,n,máquina
car,n,coche
car,n,turismo
car,n,carro
car,n,cacharro
cat,n,felina
cat,n,gato
can,n,bote
can,n,lata
can,n,frasco
can,n,baño
can,n,letrina
can,v,poder
bra,n,ajustador
bra,n,brasier
bra,n,corpiño
bra,n,sostén
bra,n,soutien
bra,n,sujetador
but,adv,solamente
bus,n,bus
bus,n,autobús
bus,n,colectivo
bus,n,camión
buy,v,comprar
buy,v,adquirir
tongue,n,lengua
ail,n,ajo
ain,adj,propio
air,n,aire
air,n,atmósfera
aid,n,atención
aid,n,cuidado
aid,n,asistencia
aid,v,ayuda
aid,v,ayudar
aid,v,asistir
pismire,n,hormiga
ago,adj,hace
any,adj,cualquier
ant,n,hormiga
and,?,y
and,?,e
defence,n,defensa
defence,n,guardia
all,adj,todo
metro,n,metro
metro,n,metropolitano
holland,n,holanda
age,n,edad
add,v,agregar
add,v,añadir
add,v,sumar
act,n,acción
act,n,acto
act,v,actuar
act,v,hacer
act,v,representar
toad,n,sapo
pomegranate,n,granada
axe,n,hacha
ability,n,capacidad
ability,n,ingenio
induce,v,causar
induce,v,hacer
induce,v,inducir
keen,adj,bárbaro
keen,adj,genial
keep,v,continuar
keep,v,avanzar
keep,v,conservar
keep,v,mantener
mensurate,v,medir
defense,n,defensa
defense,n,guardia
sincere,adj,sincero
sincere,adj,franco
sincere,adj,leal
arm,n,brazo
art,n,arte
ash,n,ceniza
ask,v,pedir
ask,v,requerir
ask,v,preguntar
ask,v,solicitar
ask,v,interrogar
ask,v,averiguar
ask,v,necesitar
ask,v,precisar
apr,n,abril
ass,n,culo
aug,n,agosto
empty,adj,vacío
scissure,n,grieta
reindeer,n,reno
reindeer,n,rangífero
acuate,adj,agudo
acuate,adj,afilado
acuate,adj,cortante
patch,n,instante
patch,n,minuto
patch,n,momento
forest,n,bosque
forest,n,floresta
forest,n,selva
forest,n,jungla
litre,n,litro
revolution,n,revolución
tribunal,n,juzgado
tribunal,n,tribunal
pause,n,pausa
pause,n,suspensión
subdivision,n,apartado
subdivision,n,sección
twelvemonth,n,año
barbarous,adj,atroz
barbarous,adj,bárbaro
barbarous,adj,cruel
barbarous,adj,salvaje
connexion,n,conexión
face,n,cara
face,n,faz
face,n,rostro
face,n,apariencia
face,n,aspecto
face,n,estampa
face,n,expresión
fact,n,evidencia
fact,n,hecho
tues,n,martes
tube,n,metro
tube,n,metropolitano
minister,n,ministro
jackdaw,n,grajilla
fake,adj,artificial
fake,adj,falso
policeman,n,policía
policeman,n,policial
policeman,n,agente
policeman,n,guardia
fall,n,otoño
fall,n,caída
fall,v,caer
fall,v,caerse
fall,v,derrumbarse
fall,v,desplomarse
